employeenumber;department;jobrole;age;monthlyincome;yearsatcompany;overtime;jobsatisfaction;worklifebalance;flag_turnover;prob_turnover;classificacao_risco_modelo
635;Research & Development;Manufacturing Director;37;6447;6;No;2;2;0;0.1018120305240777;Baixo risco
337;Research & Development;Research Director;31;13675;2;No;3;3;0;0.10107397883021227;Baixo risco
641;Sales;Sales Executive;26;6272;5;No;2;4;0;0.10053380564384454;Baixo risco
1691;Sales;Sales Representative;48;2655;9;Yes;3;3;1;0.10031880571686197;Baixo risco
700;Research & Development;Research Scientist;27;2045;4;No;4;3;0;0.10008727761655083;Baixo risco
1200;Research & Development;Research Scientist;44;2936;6;Yes;3;3;1;0.09990590192754073;Baixo risco
495;Research & Development;Research Scientist;29;2201;3;No;4;3;0;0.09970315433944538;Baixo risco
691;Research & Development;Research Scientist;35;6646;17;No;4;3;0;0.09929850704887286;Baixo risco
800;Sales;Sales Executive;27;4342;4;No;4;3;0;0.09902696552209815;Baixo risco
529;Research & Development;Research Scientist;37;4449;13;Yes;3;3;0;0.09898137731520781;Baixo risco
838;Research & Development;Research Scientist;34;2553;5;No;4;3;0;0.09826064622129864;Baixo risco
381;Research & Development;Manager;35;11996;7;No;2;2;0;0.09820719739624462;Baixo risco
2032;Research & Development;Laboratory Technician;56;2339;10;No;3;1;1;0.09816392298549256;Baixo risco
1480;Research & Development;Laboratory Technician;42;3673;12;No;4;3;0;0.09759665644960049;Baixo risco
1212;Sales;Sales Executive;40;4327;0;No;2;3;0;0.09758111027511294;Baixo risco
639;Research & Development;Research Scientist;24;2725;6;Yes;4;3;0;0.09742663681057821;Baixo risco
407;Research & Development;Laboratory Technician;36;3688;1;No;4;3;0;0.09695587268167313;Baixo risco
1216;Research & Development;Laboratory Technician;28;3196;6;No;1;3;0;0.09678613512041317;Baixo risco
78;Research & Development;Manufacturing Director;32;6162;9;Yes;4;3;0;0.09595457242594593;Baixo risco
586;Research & Development;Healthcare Representative;35;7632;8;Yes;3;3;0;0.09590475163433763;Baixo risco
1633;Research & Development;Manufacturing Director;39;5042;9;No;3;1;0;0.09582950133528673;Baixo risco
389;Research & Development;Laboratory Technician;55;5415;10;Yes;4;3;0;0.09563889777935691;Baixo risco
73;Research & Development;Research Director;33;13458;15;Yes;4;3;0;0.09563645490919336;Baixo risco
81;Sales;Sales Executive;59;7637;21;No;1;2;0;0.09561637194813002;Baixo risco
70;Research & Development;Healthcare Representative;35;9884;4;Yes;1;3;0;0.09553291409211224;Baixo risco
404;Sales;Sales Executive;42;13525;20;No;2;4;0;0.0953564922200193;Baixo risco
1839;Research & Development;Research Scientist;18;1514;0;No;3;1;0;0.09488517717271949;Baixo risco
982;Sales;Sales Executive;30;7264;8;No;3;4;0;0.09481369608932048;Baixo risco
1103;Research & Development;Healthcare Representative;34;7756;6;No;4;2;0;0.09430589922269575;Baixo risco
1813;Research & Development;Research Scientist;43;2438;3;No;3;2;0;0.09357168710660098;Baixo risco
578;Research & Development;Laboratory Technician;54;3780;1;No;3;3;0;0.09279130724154613;Baixo risco
1477;Sales;Sales Executive;33;4373;4;No;1;3;0;0.092667374975395;Baixo risco
1514;Research & Development;Manufacturing Director;28;6549;8;No;2;2;0;0.09216011547032966;Baixo risco
1548;Sales;Sales Executive;40;5473;8;No;1;4;0;0.0916609961831599;Baixo risco
1731;Sales;Sales Executive;47;4978;1;No;2;1;0;0.09160105010957145;Baixo risco
1875;Sales;Sales Representative;28;2856;1;No;2;3;0;0.09094683363498587;Baixo risco
793;Research & Development;Healthcare Representative;29;4335;8;No;3;2;0;0.0908851818341726;Baixo risco
809;Research & Development;Manager;42;18430;24;No;4;2;0;0.09088226536580074;Baixo risco
231;Research & Development;Research Scientist;32;3038;5;No;3;3;0;0.09074272627115965;Baixo risco
1768;Research & Development;Laboratory Technician;42;2766;5;No;2;2;0;0.08991553732698697;Baixo risco
97;Research & Development;Laboratory Technician;36;3038;1;No;4;3;0;0.08980924465275493;Baixo risco
298;Sales;Manager;41;13591;1;Yes;4;3;0;0.08979573420458206;Baixo risco
1030;Research & Development;Laboratory Technician;50;2380;1;No;4;3;0;0.08911258373663297;Baixo risco
1837;Research & Development;Research Director;58;15787;2;Yes;3;3;0;0.08820440231825541;Baixo risco
951;Research & Development;Laboratory Technician;32;2332;3;No;2;3;0;0.08818457857467137;Baixo risco
207;Sales;Sales Executive;32;8998;9;No;4;3;0;0.08808740059414542;Baixo risco
428;Research & Development;Manager;33;11878;10;No;2;3;0;0.0870383255958712;Baixo risco
789;Sales;Sales Executive;36;7587;10;No;1;3;0;0.08697583022795065;Baixo risco
10;Research & Development;Laboratory Technician;59;2670;1;Yes;1;2;0;0.08681847281897502;Baixo risco
1448;Research & Development;Research Scientist;41;2127;4;Yes;3;2;0;0.08681182849982558;Baixo risco
1550;Human Resources;Manager;40;16437;21;Yes;4;3;0;0.08664985080687669;Baixo risco
1428;Sales;Sales Executive;30;4779;3;No;1;3;0;0.08642463975139751;Baixo risco
321;Human Resources;Human Resources;59;2267;2;No;3;2;0;0.08632712391485411;Baixo risco
521;Research & Development;Laboratory Technician;40;3448;1;No;3;3;0;0.08629447942083553;Baixo risco
1291;Research & Development;Research Scientist;35;3506;3;Yes;3;3;0;0.08607822209220999;Baixo risco
766;Sales;Sales Representative;29;2297;2;No;2;3;0;0.0852007094583778;Baixo risco
1373;Research & Development;Manufacturing Director;56;13402;19;Yes;2;3;0;0.08473173231526494;Baixo risco
888;Research & Development;Laboratory Technician;24;3162;5;No;4;2;0;0.08459959481717201;Baixo risco
1362;Sales;Sales Executive;36;4639;15;No;1;2;0;0.08409136398152466;Baixo risco
1606;Research & Development;Healthcare Representative;50;11245;30;Yes;3;3;0;0.084089958017525;Baixo risco
474;Research & Development;Research Scientist;37;5974;7;Yes;1;3;0;0.08370278936765878;Baixo risco
174;Sales;Sales Executive;50;9208;2;No;4;3;0;0.0837024514490513;Baixo risco
1709;Research & Development;Laboratory Technician;29;2974;5;No;3;3;0;0.08359510725371204;Baixo risco
39;Research & Development;Laboratory Technician;33;2496;1;No;4;3;0;0.08345573914106878;Baixo risco
2068;Research & Development;Laboratory Technician;34;4404;4;No;3;4;0;0.08336691496929309;Baixo risco
859;Sales;Sales Executive;32;4403;5;No;4;2;0;0.0833634201413491;Baixo risco
967;Sales;Sales Executive;36;10325;16;Yes;4;3;1;0.0833239886880296;Baixo risco
1235;Research & Development;Research Scientist;32;4998;8;Yes;3;3;0;0.08317424450509926;Baixo risco
1240;Sales;Sales Executive;25;4950;4;No;4;3;0;0.08309070123758625;Baixo risco
1954;Research & Development;Healthcare Representative;29;5373;5;No;1;2;0;0.08283902696322747;Baixo risco
1580;Research & Development;Research Scientist;34;5484;2;No;4;2;0;0.08237814968138876;Baixo risco
1749;Sales;Sales Executive;31;8346;5;No;3;3;0;0.08186041831784695;Baixo risco
763;Research & Development;Research Scientist;40;2342;4;Yes;4;2;0;0.08142116427477498;Baixo risco
1465;Research & Development;Manufacturing Director;45;9380;3;Yes;4;4;0;0.08120415018952494;Baixo risco
8;Research & Development;Laboratory Technician;32;3068;7;No;4;2;0;0.0808494200375251;Baixo risco
1430;Research & Development;Research Director;31;16422;3;No;2;4;0;0.08082428157951992;Baixo risco
330;Sales;Sales Representative;32;3931;4;No;2;3;0;0.08078338986555739;Baixo risco
1640;Research & Development;Research Scientist;37;3936;8;No;2;1;0;0.08030903531694232;Baixo risco
605;Research & Development;Manufacturing Director;42;7406;10;Yes;1;2;0;0.08029864601042387;Baixo risco
517;Research & Development;Laboratory Technician;42;2576;5;No;1;3;0;0.07989788117492316;Baixo risco
433;Research & Development;Research Scientist;52;4941;8;No;2;2;1;0.07965740439219256;Baixo risco
899;Research & Development;Manufacturing Director;35;10903;13;No;2;3;0;0.07930114830514927;Baixo risco
12;Research & Development;Manufacturing Director;38;9526;9;No;3;3;0;0.07923589827653989;Baixo risco
342;Research & Development;Manufacturing Director;37;10048;1;No;3;3;1;0.07907321872280067;Baixo risco
592;Sales;Sales Executive;36;9980;10;No;4;2;0;0.07897491508219784;Baixo risco
198;Research & Development;Laboratory Technician;30;2720;5;No;4;3;0;0.07849623983039278;Baixo risco
933;Research & Development;Research Scientist;27;2318;1;No;3;3;0;0.07848661073385396;Baixo risco
1298;Research & Development;Manufacturing Director;30;4695;8;Yes;3;3;0;0.0784335801542258;Baixo risco
1407;Research & Development;Research Scientist;26;3904;4;No;4;3;0;0.0782939586718281;Baixo risco
569;Research & Development;Manager;50;17046;27;No;3;3;0;0.0782133285655302;Baixo risco
1179;Sales;Sales Executive;30;6578;10;No;3;3;0;0.07815846090628033;Baixo risco
1098;Human Resources;Human Resources;44;10482;20;No;1;3;1;0.07815291439766706;Baixo risco
1002;Research & Development;Laboratory Technician;45;3633;9;Yes;1;3;0;0.07778305463975056;Baixo risco
1885;Research & Development;Research Scientist;37;4284;5;Yes;1;3;0;0.07773749011431413;Baixo risco
1762;Research & Development;Research Scientist;29;2109;1;No;1;3;0;0.07751419982297052;Baixo risco
649;Research & Development;Research Scientist;34;3622;6;Yes;4;3;0;0.07739352810974078;Baixo risco
1356;Sales;Sales Executive;34;6125;10;No;1;4;0;0.07714194215053978;Baixo risco
1495;Sales;Sales Representative;24;2033;1;No;2;3;0;0.07707642405684226;Baixo risco
507;Sales;Sales Executive;24;4260;5;Yes;3;4;0;0.07688686991873213;Baixo risco
245;Research & Development;Laboratory Technician;38;2288;2;No;4;3;0;0.07604051000224414;Baixo risco
1070;Sales;Sales Executive;54;10686;9;No;3;3;0;0.07573985106155365;Baixo risco
1163;Sales;Sales Executive;34;5714;6;No;3;2;0;0.07550500903424187;Baixo risco
1558;Research & Development;Research Scientist;29;2451;1;No;3;2;0;0.07464597632633355;Baixo risco
49;Sales;Sales Representative;35;2014;2;No;4;3;0;0.07435006780696547;Baixo risco
568;Sales;Manager;57;14118;1;No;4;2;0;0.07388167685064836;Baixo risco
852;Research & Development;Healthcare Representative;44;5933;5;No;2;2;0;0.07358345988581691;Baixo risco
995;Research & Development;Research Scientist;33;3452;3;No;4;3;0;0.07354119470811196;Baixo risco
1440;Research & Development;Laboratory Technician;37;3500;6;No;3;1;0;0.07324983130107035;Baixo risco
1285;Research & Development;Laboratory Technician;34;4444;11;No;2;4;0;0.07297035595416938;Baixo risco
536;Research & Development;Laboratory Technician;28;4558;10;No;1;3;0;0.07260905467109428;Baixo risco
1912;Sales;Sales Executive;31;6583;5;Yes;4;3;0;0.07252908652743269;Baixo risco
200;Research & Development;Laboratory Technician;41;2238;5;No;1;3;0;0.07235946178173082;Baixo risco
1460;Research & Development;Healthcare Representative;45;10851;7;Yes;1;3;0;0.07233476254869811;Baixo risco
657;Research & Development;Research Scientist;20;2836;1;No;2;4;0;0.0723196190539021;Baixo risco
1361;Research & Development;Laboratory Technician;40;2387;4;No;2;3;0;0.07218052732122694;Baixo risco
1324;Sales;Sales Executive;31;9852;10;Yes;3;2;0;0.07205233933315017;Baixo risco
128;Sales;Sales Executive;24;4999;3;No;3;2;0;0.0715845790362334;Baixo risco
431;Research & Development;Healthcare Representative;49;13964;7;Yes;3;3;0;0.07137746190267191;Baixo risco
580;Sales;Sales Executive;46;9071;3;Yes;4;3;0;0.07125862840854559;Baixo risco
291;Sales;Sales Executive;32;10400;14;No;4;2;1;0.07092734064769331;Baixo risco
1172;Research & Development;Laboratory Technician;35;2258;8;No;3;3;0;0.07081051614074302;Baixo risco
141;Research & Development;Research Director;50;18172;8;Yes;2;2;0;0.0704739950965689;Baixo risco
305;Research & Development;Research Scientist;33;2622;3;No;2;3;0;0.070299185956468;Baixo risco
333;Sales;Sales Executive;32;4465;3;No;4;3;0;0.07026453315440451;Baixo risco
192;Research & Development;Research Scientist;45;3452;6;No;4;2;0;0.07000690014261708;Baixo risco
1860;Research & Development;Laboratory Technician;42;3968;0;No;3;3;0;0.06996568016961595;Baixo risco
1260;Research & Development;Healthcare Representative;29;6623;6;Yes;4;3;0;0.06984165715620677;Baixo risco
56;Sales;Sales Executive;27;8726;9;No;3;3;0;0.06961185500968341;Baixo risco
784;Research & Development;Research Scientist;23;3505;2;No;3;3;0;0.06940698928869714;Baixo risco
481;Sales;Sales Executive;36;9699;13;No;4;3;0;0.06930858217630614;Baixo risco
998;Research & Development;Healthcare Representative;33;5488;6;Yes;2;3;0;0.06926829505985099;Baixo risco
30;Research & Development;Research Scientist;21;1232;0;No;4;3;0;0.06891999308435363;Baixo risco
2060;Sales;Sales Representative;26;2966;4;No;3;3;0;0.06883920407166615;Baixo risco
1683;Human Resources;Human Resources;44;3195;2;Yes;4;3;0;0.06880567956013198;Baixo risco
1028;Research & Development;Laboratory Technician;35;3917;3;No;4;2;0;0.06814142704505248;Baixo risco
1453;Sales;Sales Executive;31;10793;13;No;4;3;0;0.0680478947262129;Baixo risco
2049;Research & Development;Healthcare Representative;35;5689;10;Yes;3;4;0;0.06786037305930438;Baixo risco
560;Research & Development;Research Scientist;26;2886;3;No;4;1;0;0.06750573126721193;Baixo risco
662;Research & Development;Research Scientist;38;2619;0;No;1;2;0;0.06749887438429561;Baixo risco
1931;Research & Development;Research Scientist;27;2226;5;No;2;2;0;0.06739119654721025;Baixo risco
1562;Sales;Sales Executive;30;9714;10;No;1;3;1;0.06692796892489106;Baixo risco
547;Research & Development;Research Scientist;42;4556;5;No;3;3;0;0.06685215304822953;Baixo risco
448;Research & Development;Laboratory Technician;43;5257;9;No;3;4;0;0.06670850984598263;Baixo risco
1859;Research & Development;Healthcare Representative;29;6384;7;No;3;3;0;0.06645103488257532;Baixo risco
1708;Sales;Sales Executive;41;9241;10;No;3;3;0;0.06610066495649852;Baixo risco
1207;Human Resources;Human Resources;33;3600;5;No;3;3;0;0.06595059441007994;Baixo risco
121;Sales;Sales Executive;30;5209;11;Yes;2;2;0;0.06562917288366642;Baixo risco
176;Sales;Sales Executive;41;8189;9;Yes;3;3;0;0.06557937575104326;Baixo risco
847;Human Resources;Human Resources;34;3737;3;No;4;1;0;0.0653510852782486;Baixo risco
159;Research & Development;Research Scientist;30;2613;10;No;3;2;0;0.06504492894582865;Baixo risco
1003;Sales;Sales Executive;47;4163;9;Yes;4;3;0;0.06482851111904338;Baixo risco
179;Research & Development;Manufacturing Director;51;10650;4;No;4;3;1;0.06478520046902667;Baixo risco
1581;Research & Development;Research Scientist;26;2061;1;No;4;3;0;0.06455150195838263;Baixo risco
224;Research & Development;Research Scientist;27;2566;1;Yes;3;2;0;0.06406383388845335;Baixo risco
1243;Sales;Sales Executive;35;10377;13;Yes;4;2;0;0.06396885505252217;Baixo risco
1185;Research & Development;Laboratory Technician;35;2376;2;No;4;4;0;0.06367247237480729;Baixo risco
894;Research & Development;Laboratory Technician;42;5231;5;Yes;4;2;0;0.06311078099307628;Baixo risco
806;Research & Development;Laboratory Technician;30;3833;2;No;3;3;0;0.0630662930416632;Baixo risco
277;Research & Development;Research Scientist;34;3815;5;Yes;3;4;0;0.06288661289568473;Baixo risco
223;Research & Development;Healthcare Representative;57;9439;5;Yes;4;1;0;0.06252902420092236;Baixo risco
775;Research & Development;Manufacturing Director;34;5121;0;No;1;3;0;0.06242108766693213;Baixo risco
690;Sales;Sales Executive;29;5561;6;No;3;2;0;0.062351296364731745;Baixo risco
95;Research & Development;Research Scientist;31;2501;1;No;2;3;0;0.06234371792582008;Baixo risco
1485;Research & Development;Research Director;34;17007;14;No;1;2;0;0.062282158694501946;Baixo risco
2038;Research & Development;Research Scientist;32;2439;4;No;1;3;0;0.06227612183713749;Baixo risco
221;Research & Development;Research Scientist;28;2713;5;No;4;1;0;0.06211386341448428;Baixo risco
602;Research & Development;Laboratory Technician;39;3755;8;No;3;3;0;0.061928220262554165;Baixo risco
1218;Sales;Sales Executive;35;8966;7;Yes;1;3;0;0.06182540616099756;Baixo risco
644;Human Resources;Manager;50;18200;32;No;2;3;0;0.06179334594798595;Baixo risco
1461;Human Resources;Human Resources;31;2109;3;No;2;3;0;0.06168257699412573;Baixo risco
804;Research & Development;Research Scientist;34;4381;6;No;1;3;0;0.06161936038602803;Baixo risco
975;Sales;Sales Executive;35;4601;5;No;3;3;0;0.061138081577562634;Baixo risco
625;Sales;Manager;41;16595;18;No;1;3;0;0.0609905375307095;Baixo risco
498;Sales;Sales Executive;28;5253;7;No;4;3;0;0.06083387080646579;Baixo risco
134;Research & Development;Research Scientist;32;2956;1;No;1;3;0;0.06080089569257931;Baixo risco
21;Research & Development;Research Scientist;32;3298;6;Yes;2;2;0;0.06076655869859416;Baixo risco
992;Sales;Manager;33;17444;10;No;3;3;0;0.06040535165518147;Baixo risco
1718;Research & Development;Laboratory Technician;26;2305;3;No;3;4;0;0.06032852868965767;Baixo risco
171;Research & Development;Research Scientist;43;4739;3;No;3;3;0;0.059982395653216385;Baixo risco
1525;Research & Development;Manufacturing Director;39;8376;2;No;2;3;0;0.0598029861647664;Baixo risco
961;Research & Development;Healthcare Representative;31;5855;9;Yes;4;1;0;0.059791144824120415;Baixo risco
1360;Research & Development;Manufacturing Director;58;10008;10;Yes;1;2;1;0.059647758616449296;Baixo risco
18;Research & Development;Laboratory Technician;34;2661;2;No;4;3;0;0.05957930880331816;Baixo risco
486;Research & Development;Laboratory Technician;37;3452;5;No;1;3;0;0.05934738131469535;Baixo risco
620;Sales;Sales Executive;35;4859;5;No;3;3;0;0.059345040753978326;Baixo risco
423;Research & Development;Research Scientist;31;4821;5;Yes;4;3;0;0.05928324420965652;Baixo risco
573;Sales;Sales Executive;60;10266;18;No;1;4;0;0.05911099473920793;Baixo risco
1772;Research & Development;Laboratory Technician;41;2289;5;No;1;3;0;0.05906742710746693;Baixo risco
1340;Research & Development;Research Scientist;40;3544;4;No;3;3;0;0.058851812261335186;Baixo risco
780;Research & Development;Research Scientist;33;2686;10;Yes;4;2;1;0.058844242234282404;Baixo risco
1034;Research & Development;Healthcare Representative;55;6385;8;Yes;2;3;0;0.058543930011389994;Baixo risco
442;Research & Development;Manufacturing Director;31;8943;10;No;3;3;0;0.058474594442607136;Baixo risco
675;Research & Development;Research Scientist;22;2773;2;No;3;3;0;0.058370402537223545;Baixo risco
1140;Research & Development;Manufacturing Director;34;4033;3;No;3;2;0;0.058223429202523165;Baixo risco
462;Research & Development;Manufacturing Director;31;7143;11;Yes;4;2;0;0.05792342248831223;Baixo risco
591;Research & Development;Laboratory Technician;42;2093;2;No;3;3;0;0.057806924286436336;Baixo risco
1719;Research & Development;Research Director;45;16704;21;No;2;3;0;0.05775659889900246;Baixo risco
868;Sales;Sales Executive;37;6334;1;No;3;3;0;0.057637442561255275;Baixo risco
1700;Sales;Sales Executive;37;9525;6;No;4;2;0;0.057213252202746256;Baixo risco
754;Sales;Sales Executive;43;6804;2;No;4;3;0;0.0571565485858299;Baixo risco
1092;Research & Development;Healthcare Representative;40;10322;11;No;4;3;0;0.05704103636457797;Baixo risco
1576;Research & Development;Research Scientist;48;2367;8;No;1;2;0;0.05699277985829287;Baixo risco
1105;Sales;Sales Executive;37;6694;1;Yes;4;3;0;0.05698043427052212;Baixo risco
523;Sales;Sales Executive;34;6538;3;No;3;3;0;0.056300543671614314;Baixo risco
1081;Research & Development;Research Scientist;51;2461;10;Yes;3;4;1;0.0562409606469498;Baixo risco
1012;Research & Development;Research Scientist;18;1051;0;No;4;3;0;0.05619975636693229;Baixo risco
379;Research & Development;Research Scientist;21;3230;3;No;3;4;0;0.055924253176813904;Baixo risco
1596;Research & Development;Laboratory Technician;35;3407;10;No;3;2;0;0.055748251496088363;Baixo risco
346;Research & Development;Research Scientist;29;2340;6;No;4;3;0;0.05565407742312431;Baixo risco
842;Sales;Sales Executive;55;5160;9;No;4;2;1;0.05522266993383755;Baixo risco
1317;Research & Development;Research Director;50;16880;3;Yes;1;3;0;0.05499873582866922;Baixo risco
1127;Research & Development;Healthcare Representative;39;12169;18;No;4;3;1;0.05497533461690319;Baixo risco
1224;Research & Development;Laboratory Technician;30;3491;10;No;3;2;0;0.05489756972716818;Baixo risco
895;Research & Development;Research Scientist;31;2356;6;Yes;4;3;0;0.05456481466997407;Baixo risco
1701;Research & Development;Research Scientist;34;2929;10;No;4;3;0;0.054506107492623856;Baixo risco
2061;Research & Development;Laboratory Technician;36;2571;5;No;4;3;0;0.05399438703688341;Baixo risco
834;Research & Development;Research Scientist;45;2274;1;No;3;3;0;0.05387536801908435;Baixo risco
1162;Research & Development;Research Scientist;27;2539;4;No;3;3;0;0.053622686972318964;Baixo risco
2031;Research & Development;Manager;42;18880;22;No;3;2;0;0.053434028737691215;Baixo risco
100;Sales;Sales Executive;35;4312;15;No;1;3;0;0.05331605943307618;Baixo risco
1623;Research & Development;Research Scientist;21;3117;2;No;4;3;0;0.05310377848531912;Baixo risco
1303;Research & Development;Research Scientist;25;2096;2;No;2;2;0;0.05291094360628782;Baixo risco
920;Research & Development;Manufacturing Director;43;4765;1;No;2;4;0;0.05289869372362932;Baixo risco
1022;Research & Development;Healthcare Representative;48;4240;2;No;3;3;0;0.05286637495449593;Baixo risco
1401;Research & Development;Manufacturing Director;52;13247;5;Yes;3;2;0;0.05283469699123143;Baixo risco
152;Sales;Sales Executive;37;7428;5;No;4;3;0;0.05278116618832607;Baixo risco
119;Research & Development;Healthcare Representative;40;13503;22;No;2;2;0;0.05256669559960202;Baixo risco
923;Research & Development;Research Scientist;21;2693;1;No;4;2;1;0.05254523902184134;Baixo risco
1138;Sales;Sales Executive;49;13120;9;No;2;3;0;0.052527027520856064;Baixo risco
1732;Sales;Sales Executive;46;10368;10;Yes;4;2;0;0.05249100900613053;Baixo risco
206;Research & Development;Laboratory Technician;45;2348;17;No;2;1;0;0.05226994525414481;Baixo risco
343;Research & Development;Healthcare Representative;39;10938;19;No;3;3;0;0.051552806929035425;Baixo risco
862;Sales;Sales Executive;53;10934;5;Yes;4;3;0;0.05140869996216675;Baixo risco
705;Research & Development;Research Scientist;23;2819;3;No;1;4;0;0.051336840547143256;Baixo risco
367;Research & Development;Healthcare Representative;31;5582;9;No;4;3;0;0.0510289684490074;Baixo risco
300;Research & Development;Research Scientist;29;2058;6;No;3;2;1;0.05087008628070103;Baixo risco
549;Research & Development;Manager;60;19566;29;No;1;1;0;0.05082776184198665;Baixo risco
1673;Sales;Sales Executive;31;5476;10;No;4;3;0;0.050624575230656076;Baixo risco
1681;Sales;Sales Executive;33;5368;6;Yes;4;3;0;0.0502237322732983;Baixo risco
1006;Research & Development;Research Scientist;38;2684;2;No;3;2;0;0.04975024441671645;Baixo risco
293;Sales;Sales Executive;27;9981;7;No;3;3;0;0.04974901799156315;Baixo risco
1617;Research & Development;Laboratory Technician;49;3211;9;No;1;2;0;0.04873655617088857;Baixo risco
680;Research & Development;Research Scientist;30;2083;1;No;3;3;0;0.04870484597922612;Baixo risco
148;Human Resources;Manager;54;17328;5;Yes;4;3;0;0.04869845617311732;Baixo risco
812;Research & Development;Laboratory Technician;24;2694;1;No;2;3;0;0.04847111612760018;Baixo risco
178;Research & Development;Manufacturing Director;36;4941;3;No;2;3;0;0.048427685679167394;Baixo risco
664;Research & Development;Manager;48;15402;3;No;1;1;0;0.04780011507072556;Baixo risco
14;Research & Development;Laboratory Technician;35;2426;5;No;2;3;0;0.04759023555999842;Baixo risco
827;Research & Development;Manufacturing Director;42;6062;4;Yes;4;3;0;0.04753020448525667;Baixo risco
531;Research & Development;Manager;39;19197;21;Yes;3;3;0;0.047503685033999;Baixo risco
197;Research & Development;Research Scientist;30;3204;3;No;1;3;0;0.04739508212863711;Baixo risco
615;Sales;Sales Executive;40;10932;1;No;1;3;0;0.04736115479672115;Baixo risco
1011;Research & Development;Manufacturing Director;31;4148;4;No;1;3;0;0.04712488664886972;Baixo risco
1598;Sales;Sales Executive;40;4639;5;No;1;3;0;0.047044002577862315;Baixo risco
1076;Sales;Sales Executive;43;10798;1;No;4;3;0;0.04692030019963245;Baixo risco
230;Sales;Sales Executive;38;8686;8;No;4;4;0;0.04684322110436794;Baixo risco
1615;Research & Development;Manufacturing Director;34;4724;9;No;4;3;0;0.04676042751387358;Baixo risco
1809;Research & Development;Manufacturing Director;37;4213;10;No;1;1;1;0.046487640783910496;Baixo risco
1812;Sales;Sales Executive;39;4127;2;No;4;3;0;0.04647439811912714;Baixo risco
1802;Research & Development;Laboratory Technician;40;3377;4;No;1;2;0;0.046433340858741144;Baixo risco
757;Research & Development;Healthcare Representative;34;6142;5;No;3;3;0;0.04628201645570463;Baixo risco
430;Research & Development;Laboratory Technician;43;2455;8;No;4;3;0;0.04623586809413667;Baixo risco
1882;Sales;Sales Executive;34;9713;5;Yes;4;3;0;0.04604859086198526;Baixo risco
836;Research & Development;Manufacturing Director;42;4434;9;No;2;2;0;0.04591768122713923;Baixo risco
151;Research & Development;Research Scientist;34;4505;1;No;2;3;0;0.04475942648123825;Baixo risco
215;Sales;Sales Executive;40;10855;12;No;4;2;0;0.04475258125117952;Baixo risco
1475;Research & Development;Research Scientist;44;3420;5;No;2;2;0;0.044734891440229775;Baixo risco
548;Research & Development;Manufacturing Director;30;6091;5;No;4;3;0;0.0447120614558701;Baixo risco
1935;Sales;Sales Executive;56;5380;0;No;1;3;0;0.04442210221230757;Baixo risco
164;Research & Development;Research Scientist;26;2368;5;No;2;2;0;0.04425307645767821;Baixo risco
1094;Research & Development;Laboratory Technician;27;4621;3;No;3;3;0;0.044222584854004696;Baixo risco
57;Research & Development;Laboratory Technician;30;4011;12;No;4;3;0;0.04418484991397483;Baixo risco
1601;Research & Development;Laboratory Technician;35;2690;1;No;4;2;0;0.044149417048532626;Baixo risco
1529;Research & Development;Healthcare Representative;35;8606;11;No;2;1;0;0.04414288421244718;Baixo risco
912;Research & Development;Laboratory Technician;29;2532;4;No;4;3;0;0.04397416613438105;Baixo risco
105;Research & Development;Research Scientist;35;2859;6;No;3;3;0;0.04387790981350008;Baixo risco
1459;Research & Development;Manufacturing Director;31;7446;10;No;2;3;1;0.04376033556828631;Baixo risco
1445;Sales;Sales Executive;24;4162;5;Yes;3;3;0;0.043656627370878956;Baixo risco
1322;Research & Development;Manufacturing Director;39;4534;8;No;3;3;0;0.043337058642926696;Baixo risco
1936;Research & Development;Manufacturing Director;39;5151;10;No;1;3;0;0.04287903981526262;Baixo risco
2044;Sales;Sales Executive;50;6728;6;No;3;3;1;0.04278327772122208;Baixo risco
698;Human Resources;Human Resources;54;10725;9;No;2;4;0;0.042651461911055066;Baixo risco
334;Research & Development;Research Scientist;41;3072;1;No;1;2;0;0.04243003844176937;Baixo risco
1557;Sales;Sales Executive;48;6439;8;No;3;3;0;0.04222093420027041;Baixo risco
1938;Sales;Manager;58;17875;1;Yes;4;2;0;0.042114138850272445;Baixo risco
957;Research & Development;Laboratory Technician;41;4721;18;Yes;1;3;0;0.042090494652395324;Baixo risco
247;Research & Development;Research Scientist;34;2311;3;No;2;3;0;0.04171048414839298;Baixo risco
813;Research & Development;Laboratory Technician;52;3149;5;No;3;3;0;0.041194408245047845;Baixo risco
1206;Research & Development;Research Scientist;44;2290;0;No;3;3;0;0.04113078426360296;Baixo risco
468;Research & Development;Research Director;42;15992;1;No;4;3;0;0.04112086101664911;Baixo risco
393;Research & Development;Healthcare Representative;38;5745;2;No;4;3;0;0.04108819650041933;Baixo risco
1949;Research & Development;Laboratory Technician;36;2810;5;No;2;3;0;0.04105142234529528;Baixo risco
1438;Research & Development;Research Scientist;47;3420;6;No;4;2;0;0.04102910947070474;Baixo risco
1815;Sales;Sales Executive;41;10447;22;Yes;3;4;0;0.040983980762642494;Baixo risco
1309;Research & Development;Laboratory Technician;32;4883;10;No;3;3;1;0.04093732568851988;Baixo risco
132;Research & Development;Laboratory Technician;44;2042;3;No;2;4;0;0.0406014988945478;Baixo risco
1314;Human Resources;Human Resources;46;3423;7;No;1;4;0;0.04023939389958282;Baixo risco
